,category,sub,phase,high_level,mid_level,fine_level
1449,Eclosednaturalcave,21,E,closed,natural,cave
1450,Eclosednaturalforestccanopy,21,E,closed,natural,forestccanopy
1451,Eclosednaturalicecave,21,E,closed,natural,icecave
1452,Eopenmanmadecity,21,E,open,manmade,city
1453,Eopenmanmadefarmhouse,21,E,open,manmade,farmhouse
1454,Eopenmanmadesuburbs,21,E,open,manmade,suburbs
1455,Eopennaturalgarden,21,E,open,natural,garden
1456,Eopennaturallake,21,E,open,natural,lake
1457,Eopennaturalmountains,21,E,open,natural,mountains
1458,Esmallnottoolbowl,21,E,small,nottool,bowl
1459,Esmallnottoolcupcake,21,E,small,nottool,cupcake
1460,Esmallnottoolflowers,21,E,small,nottool,flowers
1461,Esmalltooldrill,21,E,small,tool,drill
1462,Esmalltoolhairbrush,21,E,small,tool,hairbrush
1463,Esmalltoolwateringcan,21,E,small,tool,wateringcan
1464,Rbignottoolchair,21,R,big,nottool,chair
1465,Rbignottoollamppost,21,R,big,nottool,lamppost
1466,Rbignottooltv,21,R,big,nottool,tv
1467,Rbigtoolguitar,21,R,big,tool,guitar
1468,Rbigtoolleafblower,21,R,big,tool,leafblower
1469,Rbigtoolumbrella,21,R,big,tool,umbrella
1470,Rclosedmanmadebathroom,21,R,closed,manmade,bathroom
1471,Rclosedmanmadeconferencehall,21,R,closed,manmade,conferencehall
1472,Rclosedmanmadelivingroom,21,R,closed,manmade,livingroom
1473,Rclosednaturalcave,21,R,closed,natural,cave
1474,Rclosednaturalforestccanopy,21,R,closed,natural,forestccanopy
1475,Rclosednaturalicecave,21,R,closed,natural,icecave
1476,Ropenmanmadecity,21,R,open,manmade,city
1477,Ropenmanmadefarmhouse,21,R,open,manmade,farmhouse
1478,Ropenmanmadesuburbs,21,R,open,manmade,suburbs
1479,Ropennaturalgarden,21,R,open,natural,garden
1480,Ropennaturallake,21,R,open,natural,lake
1481,Ropennaturalmountains,21,R,open,natural,mountains
1482,Rsmallnottoolbowl,21,R,small,nottool,bowl
1483,Rsmallnottoolcupcake,21,R,small,nottool,cupcake
1484,Rsmallnottoolflowers,21,R,small,nottool,flowers
1485,Rsmalltooldrill,21,R,small,tool,drill
1486,Rsmalltoolhairbrush,21,R,small,tool,hairbrush
1487,Rsmalltoolwateringcan,21,R,small,tool,wateringcan
1488,Dbignottoolchair,21,D,big,nottool,chair
1489,Dbignottoollamppost,21,D,big,nottool,lamppost
1490,Dbignottooltv,21,D,big,nottool,tv
1491,Dbigtoolguitar,21,D,big,tool,guitar
1492,Dbigtoolleafblower,21,D,big,tool,leafblower
1493,Dbigtoolumbrella,21,D,big,tool,umbrella
1494,Dclosedmanmadebathroom,21,D,closed,manmade,bathroom
1495,Dclosedmanmadeconferencehall,21,D,closed,manmade,conferencehall
1496,Dclosedmanmadelivingroom,21,D,closed,manmade,livingroom
1497,Dclosednaturalcave,21,D,closed,natural,cave
1498,Dclosednaturalforestccanopy,21,D,closed,natural,forestccanopy
1499,Dclosednaturalicecave,21,D,closed,natural,icecave
1500,Dopenmanmadecity,21,D,open,manmade,city
1501,Dopenmanmadefarmhouse,21,D,open,manmade,farmhouse
1502,Dopenmanmadesuburbs,21,D,open,manmade,suburbs
1503,Dopennaturalgarden,21,D,open,natural,garden
1504,Dopennaturallake,21,D,open,natural,lake
1505,Dopennaturalmountains,21,D,open,natural,mountains
1506,Dsmallnottoolbowl,21,D,small,nottool,bowl
1507,Dsmallnottoolcupcake,21,D,small,nottool,cupcake
1508,Dsmallnottoolflowers,21,D,small,nottool,flowers
1509,Dsmalltooldrill,21,D,small,tool,drill
1510,Dsmalltoolhairbrush,21,D,small,tool,hairbrush
1511,Dsmalltoolwateringcan,21,D,small,tool,wateringcan
1512,Ebignottoolchair,22,E,big,nottool,chair
1513,Ebignottoollamppost,22,E,big,nottool,lamppost
1514,Ebignottooltv,22,E,big,nottool,tv
1515,Ebigtoolguitar,22,E,big,tool,guitar
1516,Ebigtoolleafblower,22,E,big,tool,leafblower
1517,Ebigtoolumbrella,22,E,big,tool,umbrella
1518,Eclosedmanmadebathroom,22,E,closed,manmade,bathroom
1519,Eclosedmanmadeconferencehall,22,E,closed,manmade,conferencehall
1520,Eclosedmanmadelivingroom,22,E,closed,manmade,livingroom
1521,Eclosednaturalcave,22,E,closed,natural,cave
1522,Eclosednaturalforestccanopy,22,E,closed,natural,forestccanopy
1523,Eclosednaturalicecave,22,E,closed,natural,icecave
1524,Eopenmanmadecity,22,E,open,manmade,city
1525,Eopenmanmadefarmhouse,22,E,open,manmade,farmhouse
1526,Eopenmanmadesuburbs,22,E,open,manmade,suburbs
1527,Eopennaturalgarden,22,E,open,natural,garden
1528,Eopennaturallake,22,E,open,natural,lake
1529,Eopennaturalmountains,22,E,open,natural,mountains
1530,Esmallnottoolbowl,22,E,small,nottool,bowl
1531,Esmallnottoolcupcake,22,E,small,nottool,cupcake
1532,Esmallnottoolflowers,22,E,small,nottool,flowers
1533,Esmalltooldrill,22,E,small,tool,drill
1534,Esmalltoolhairbrush,22,E,small,tool,hairbrush
1535,Esmalltoolwateringcan,22,E,small,tool,wateringcan
1536,Rbignottoolchair,22,R,big,nottool,chair
1537,Rbignottoollamppost,22,R,big,nottool,lamppost
1538,Rbignottooltv,22,R,big,nottool,tv
1539,Rbigtoolguitar,22,R,big,tool,guitar
1540,Rbigtoolleafblower,22,R,big,tool,leafblower
1541,Rbigtoolumbrella,22,R,big,tool,umbrella
1542,Rclosedmanmadebathroom,22,R,closed,manmade,bathroom
1543,Rclosedmanmadeconferencehall,22,R,closed,manmade,conferencehall
1544,Rclosedmanmadelivingroom,22,R,closed,manmade,livingroom
1545,Rclosednaturalcave,22,R,closed,natural,cave
1546,Rclosednaturalforestccanopy,22,R,closed,natural,forestccanopy
1547,Rclosednaturalicecave,22,R,closed,natural,icecave
1548,Ropenmanmadecity,22,R,open,manmade,city
1549,Ropenmanmadefarmhouse,22,R,open,manmade,farmhouse
1550,Ropenmanmadesuburbs,22,R,open,manmade,suburbs
1551,Ropennaturalgarden,22,R,open,natural,garden
1552,Ropennaturallake,22,R,open,natural,lake
1553,Ropennaturalmountains,22,R,open,natural,mountains
1554,Rsmallnottoolbowl,22,R,small,nottool,bowl
1555,Rsmallnottoolcupcake,22,R,small,nottool,cupcake
1556,Rsmallnottoolflowers,22,R,small,nottool,flowers
1557,Rsmalltooldrill,22,R,small,tool,drill
1558,Rsmalltoolhairbrush,22,R,small,tool,hairbrush
1559,Rsmalltoolwateringcan,22,R,small,tool,wateringcan
1560,Dbignottoolchair,22,D,big,nottool,chair
1561,Dbignottoollamppost,22,D,big,nottool,lamppost
1562,Dbignottooltv,22,D,big,nottool,tv
1563,Dbigtoolguitar,22,D,big,tool,guitar
1564,Dbigtoolleafblower,22,D,big,tool,leafblower
1565,Dbigtoolumbrella,22,D,big,tool,umbrella
1566,Dclosedmanmadebathroom,22,D,closed,manmade,bathroom
1567,Dclosedmanmadeconferencehall,22,D,closed,manmade,conferencehall
1568,Dclosedmanmadelivingroom,22,D,closed,manmade,livingroom
1569,Dclosednaturalcave,22,D,closed,natural,cave
1570,Dclosednaturalforestccanopy,22,D,closed,natural,forestccanopy
1571,Dclosednaturalicecave,22,D,closed,natural,icecave
1572,Dopenmanmadecity,22,D,open,manmade,city
1573,Dopenmanmadefarmhouse,22,D,open,manmade,farmhouse
1574,Dopenmanmadesuburbs,22,D,open,manmade,suburbs
1575,Dopennaturalgarden,22,D,open,natural,garden
1576,Dopennaturallake,22,D,open,natural,lake
1577,Dopennaturalmountains,22,D,open,natural,mountains
1578,Dsmallnottoolbowl,22,D,small,nottool,bowl
1579,Dsmallnottoolcupcake,22,D,small,nottool,cupcake
1580,Dsmallnottoolflowers,22,D,small,nottool,flowers
1581,Dsmalltooldrill,22,D,small,tool,drill
1582,Dsmalltoolhairbrush,22,D,small,tool,hairbrush
1583,Dsmalltoolwateringcan,22,D,small,tool,wateringcan
